,company_name_final,company_type_final,company_headquarter_location_final,company_age_final,Number_of_Employees_final
2297,  MYSUN  ,"  Noida,Uttar Pradesh  ",  7 years old  ,  11-50 Employees (India)  , nan 
2298,  My Taxi  ,  Private  ,"  Gurgaon,Haryana  ",  10 years old  ,  11-50 Employees (India)  
2299,  Intelliber Techn...  ,  Private  ,"  Jamshedpur,Jharkhand  ",  8 years old  , nan 
2300,  Media Guru  ,  Noida + 1 more  , nan , nan , nan 
2301,  Gk Industrial Pa...  , nan , nan , nan , nan 
2302,  Air Pegasus  ,  Bengaluru  , nan , nan , nan 
2303,  Faclon LABS  ,"  Mumbai,Maharashtra  ",  6 years old  ,  51-200 Employees (India)  , nan 
2304,  Sunfox Technolog...  ,"  Dehradun,Uttarakhand  ",  6 years old  ,  51-200 Employees (India)  , nan 
2305,  Diabetacare  ,  Bangalore  ,  11-50 Employees (Global)  , nan , nan 
2306,  KARTHIK TRAVELS  ,"  Chennai,tamil Nadu  ",  11-50 Employees (India)  , nan , nan 
2307,  CodeQuotient  ,"  Mohali,Punjab  ",  7 years old  , nan , nan 
2308,  Evibe  ,  Private  ,"  Bangalore,Karnataka  ",  8 years old  ,  11-50 Employees (Global)  
2309,  Yumlane  ,  Private  ,"  Mumbai,Maharashtra  ",  6 years old  ,  11-50 Employees (Global)  
2310,  Alation  ,  Private  ,"  Redwood City,California  ",  4 years old  ,  51-200 Employees (India)  
2311,  SCHOOL OF FISH T...  ,"  Bangalore,Karnataka + 1 more  ",  8 years old  , nan , nan 
2312,  Akuntha Projects...  ,  Private  ,  9 years old  ,  501-1k Employees (India)  , nan 
2313,  9stacks  ,"  Delhi,NCT  ",  5 years old  ,  11-50 Employees (India)  , nan 
2314,  Fyle  ,  Private  ,"  Bangalore,Karnataka  ",  6 years old  ,  51-200 Employees (India)  
2315,  Pi R Square Digi...  , nan , nan , nan , nan 
2316,  GoLocall  , nan , nan , nan , nan 
2317,  DCIRRUS CLOUD CO...  ,"  Delhi,NCT  ",  7 years old  ,  11-50 Employees (India)  , nan 
2318,  KyePot  ,  Private  ,"  Bangalore,Karnataka  ",  7 years old  ,  2-10 Employees (Global)  
2319,  KrypC Technologi...  ,"  Bangalore,Karnataka  ",  6 years old  ,  51-200 Employees (India)  , nan 
2320,  Yesssworks Space...  ,"  Mumbai,Maharashtra  ",  4 years old  ,  11-50 Employees (India)  , nan 
2321,  Vaultedge Softwa...  ,"  Bangalore,Karnataka  ",  7 years old  ,  11-50 Employees (India)  , nan 
2322,  Smartbike  , nan , nan , nan , nan 
2323,  Likeminds  ,"  Gurgaon,Haryana  ",  4 years old  , nan , nan 
2324,  Chai Kings  ,"  Chennai,Tamil Nadu  ",  6 years old  , nan , nan 
2325,  ASPARTIKA BIOTEC...  , nan , nan , nan , nan 
2326,  Mystro  ,  Private  ,"  Mumbai,Maharashtra  ",  5 years old  ,  11-50 Employees (Global)  
2327,  Slurrp Farm  ,"  Delhi,NCT  ",  6 years old  , nan , nan 
2328,  InstaSolv  ,  Private  ,"  Noida,Uttar Pradesh  ",  3 years old  ,  51-200 Employees (Global)  
2329,  Donatekart  ,"  Hyderabad,Telangana  ",  6 years old  , nan , nan 
2330,  Autonomous Contr...  ,"  Chiba,Chiba-ken + 1 more  ",  9 years old  , nan , nan 
2331,  Parkwheels  ,"  Gurgaon,Haryana  ",  7 years old  , nan , nan 
2332,  Deyor Camps  ,"  Delhi,NCT  ",  7 years old  ,  11-50 Employees (India)  , nan 
2333,  ONEIRIC APPLIAN...  ,"  Mohali,Punjab  ",  2 years old  ,  11-50 Employees (India)  , nan 
2334,  MSMEx  ,"  Mumbai,Maharashtra  ",  3 years old  ,  11-50 Employees (India)  , nan 
2335,  Finnov Softwares...  ,"  Gurgaon,Haryana  ",  5 years old  , nan , nan 
2336,  Vasitars  ,"  Bhubaneswar,Odisha  ",  5 years old  , nan , nan 
2337,  General Aeronaut...  ,"  Bangalore,Karnataka  ",  6 years old  ,  51-200 Employees (India)  , nan 
2338,  Kinsane Entertai...  ,"  Mumbai,Maharashtra  ",  5 years old  , nan , nan 
2339,  QuickCompany  ,"  Gurgaon,Haryana + 1 more  ",  8 years old  , nan , nan 
2340,  Instawork India  ,"  San Francisco,California  ",  7 years old  , nan , nan 
2341,  The Indus Valley  ,"  Chennai,Tamil Nadu  ",  6 years old  , nan , nan 
2342,  D Mall  ,"  Beijing,Beijing Shi  ",  7 years old  , nan , nan 
2343,  Greenline Labs  , nan , nan , nan , nan 
2344,  BeAble Health  ,"  Hyderabad,Telangana  ",  5 years old  ,  11-50 Employees (India)  , nan 
2345,  Zoop.One  , nan , nan , nan , nan 
2346,  Loanbaba  ,"  Mumbai,Maharashtra  ",  7 years old  , nan , nan 
2347,  Embark Business ...  ,"  San Francisco,California  ",  6 years old  , nan , nan 
2348,  Urban Platter  ,  Private  ,"  Mumbai,Maharashtra  ",  7 years old  ,  51-200 Employees (Global)  
2349,  Freshtohome Food...  ,"  Bangalore,Karnataka  ",  7 years old  ,  51-200 Employees (India)  , nan 
2350,  Andela  ,"  New York City,New York  ",  8 years old  , nan , nan 
2351,  Blu Smart  ,"  Ahmedabad,Gujarat  ",  4 years old  ,  51-200 Employees (India)  , nan 
2352,  Auli Lifestyle  ,"  Kolkata,West Bengal  ",  7 years old  , nan , nan 
2353,  HooLiv  ,"  Ghaziabad,Uttar Pradesh  ",  3 years old  ,  1-10 Employees (India)  , nan 
2354,  Fampay  ,  Private  ,"  Bangalore,Karnataka  ",  3 years old  ,  11-50 Employees (India)  
2355,  Able Jobs  ,  Private  ,"  Bangalore,Karnataka  ",  3 years old  ,  11-50 Employees (Global)  
2356,  Simyog Technolog...  ,"  Bangalore,Karnataka  ",  5 years old  ,  11-50 Employees (India)  , nan 
2357,  LitmusBlox  ,"  Pune,Maharashtra  ",  5 years old  , nan , nan 
2358,  Alpran Software  , nan , nan , nan , nan 
2359,  Dvara E-Registry  ,"  Hyderabad,Telangana  ",  3 years old  , nan , nan 
2360,  Convosight  ,  Private  ,"  Delhi,NCT  ",  3 years old  ,  11-50 Employees (India)  
2361,  MLIT Solutions  ,"  Hyderabad,Telangana  ",  8 years old  ,  11-50 Employees (India)  , nan 
2362,  Onfees  ,"  Mumbai,Maharashtra + 1 more  ",  5 years old  , nan , nan 
2363,  One Impression  ,"  Gurgaon,Haryana  ",  5 years old  , nan , nan 
2364,  WHEELSTREET  ,  Private  ,"  Bangalore,Karnataka  ",  8 years old  ,  51-200 Employees (Global)  
2365,  Peepul  ,  11-50 Employees (India)  , nan , nan , nan 
2366,  CustomerSuccessB...  ,"  Gurgaon,Haryana  ",  5 years old  ,  11-50 Employees (India)  , nan 
2367,  Mindspace Airoli  ,"  Tel Aviv,Tel Aviv  ",  9 years old  , nan , nan 
2368,  Aidia Technovati...  ,"  Mumbai,Maharashtra  ",  5 years old  ,  51-200 Employees (India)  , nan 
2369,  Smytten  ,"  Gurgaon,Haryana  ",  7 years old  ,  51-200 Employees (India)  , nan 
2370,  StayUncle  ,"  Delhi,NCT  ",  8 years old  , nan , nan 
2371,  Chemlife Innovat...  , nan , nan , nan , nan 
2372,  Mansionly  ,"  Gurgaon,Haryana  ",  5 years old  , nan , nan 
2373,  LabelBlind  , nan , nan , nan , nan 
2374,  Sunokitaab  ,"  Delhi,NCT  ",  3 years old  ,  1-10 Employees (India)  , nan 
2375,  Lacore Advisors  ,  Private  ,  7 years old  ,  1-10 Employees (India)  , nan 
2376,  1Bridge  ,"  Bangalore,Karnataka  ",  6 years old  , nan , nan 
2377,  WeInnovate Bioso...  ,"  Pune,Maharashtra  ",  6 years old  , nan , nan 
2378,  MindHouse  ,"  Gurgaon,Haryana  ",  3 years old  ,  11-50 Employees (Global)  , nan 
2379,  Benevolent Consu...  ,"  London,England  ",  9 years old  , nan , nan 
2380,  MinionLabs  ,"  Chennai,Tamil Nadu  ",  5 years old  ,  11-50 Employees (India)  , nan 
2381,  Mode India  ,"  London,England  ",  9 years old  , nan , nan 
2382,  Micro Degree  ,"  Mangalore,Karnataka  ",  3 years old  , nan , nan 
2383,  Waferchips Techn...  ,"  Kollam,Kerala  ",  7 years old  ,  11-50 Employees (India)  , nan 
2384,  Herringbone & Su...  ,"  Mumbai,Maharashtra  ",  8 years old  , nan , nan 
2385,  Devnagri  ,"  Delhi,NCT  ",  3 years old  ,  11-50 Employees (India)  , nan 
2386,  Ricago  ,"  Bangalore,Karnataka  ",  8 years old  , nan , nan 
2387,  Size n Fit  , nan , nan , nan , nan 
2388,  Ot Privacy  ,  Private  ,  Atlanta  ,  6 years old  ,  501-1k Employees (India)  
2389,  TV2Z  ,"  Hyderabad,Telangana  ",  6 years old  , nan , nan 
2390,  Totality Corp  ,  Private  ,"  Gurgaon,Haryana  ",  5 years old  ,  51-200 Employees (Global)  
2391,  Synergy Teletech  , nan , nan , nan , nan 
2392,  Credenc  , nan , nan , nan , nan 
2393,  Qlikchain  ,"  Kolkata,West Bengal  ",  5 years old  ,  51-200 Employees (India)  , nan 
2394,  Hey Deedee  ,"  Mumbai,Maharashtra  ",  6 years old  ,  51-200 Employees (India)  , nan 
2395,  Skilancer Solar  ,"  Noida,Uttar Pradesh  ",  5 years old  , nan , nan 
2396,  Miklens Bio  ,"  Mumbai,Maharashtra  ",  6 years old  , nan , nan 
2397,  Airlines Technol...  ,"  Gurgaon,Haryana  ",  7 years old  , nan , nan 
2398,  Fellafeeds  ,  Delhi  , nan , nan , nan 
2399,  Loanbaba  ,"  Mumbai,Maharashtra  ",  7 years old  , nan , nan 
2400,  Embark Business ...  ,"  San Francisco,California  ",  6 years old  , nan , nan 
2401,  General Aeronaut...  ,"  Bangalore,Karnataka  ",  6 years old  ,  51-200 Employees (India)  , nan 
2402,  NewsReach  ,"  Ahmedabad,Gujarat  ",  4 years old  ,  11-50 Employees (India)  , nan 
2403,  Sanfe  ,"  Delhi,NCT  ",  4 years old  , nan , nan 
2404,  Goseeko  ,"  Delhi,NCT  ",  2 years old  , nan , nan 
2405,  Fintso  ,"  Mumbai,Maharashtra  ",  3 years old  ,  51-200 Employees (India)  , nan 
2406,  Fortytwo42  ,"  Mumbai,Maharashtra  ",  5 years old  , nan , nan 
2407,  DATOMS  ,"  Bhubaneswar,Odisha  ",  7 years old  , nan , nan 
2408,  GABBARdeals.com  ,"  Pune,Maharashtra  ",  10 years old  , nan , nan 
2409,  Nexprt  ,"  Gurgaon,Haryana  ",  2 years old  , nan , nan 
2410,  Corefactors  ,"  Bangalore,Karnataka  ",  10 years old  ,  11-50 Employees (India)  , nan 
2411,  Zuddl  ,  Private  ,"  San Francisco,California  ",  2 years old  ,  11-50 Employees (India)  
2412,  Hapramp Studio  ,"  Gurgaon,Haryana  ",  4 years old  ,  11-50 Employees (India)  , nan 
2413,  Agrim  ,"  Gurgaon,Haryana  ",  2 years old  ,  51-200 Employees (India)  , nan 
2414,  Twiga Foods  ,"  Nairobi,Nairobi Province  ",  8 years old  , nan , nan 
2415,  ShopUp  ,"  Dhaka,Dhaka District  ",  6 years old  ,  51-200 Employees (India)  , nan 
2416,  Frendy  ,"  Ahmedabad,Gujarat  ",  3 years old  , nan , nan 
2417,  inDriver  ,  Public  ,"  Yakutsk,Sakha Republic  ",  10 years old  ,  501-1k Employees (Global)  
2418,  Redbee365 Studio  ,  Private  ,"  Chennai,Tamil Nadu  ",  2 years old  ,  1-10 Employees (India)  
2419,  All That Dips  ,"  Vadodara,Gujarat  ",  5 years old  , nan , nan 
2420,  Nojoto  ,"  Gurgaon,Haryana  ",  7 years old  , nan , nan 
2421,  Recordent  ,"  Hyderabad,Telangana  ",  4 years old  ,  11-50 Employees (India)  , nan 
2422,  Neewee  ,"  Bangalore,Karnataka  ",  8 years old  ,  11-50 Employees (India)  , nan 
2423,  Shipway  ,"  Gurgaon,Haryana  ",  7 years old  , nan , nan 
2424,  PaisaGrowth  ,"  Gurgaon,Haryana  ",  2 years old  ,  11-50 Employees (India)  , nan 
2425,  AccuKnox  ,"  Bangalore,Karnataka  ",  3 years old  , nan , nan 
2426,  Finnov Softwares...  ,"  Gurgaon,Haryana  ",  5 years old  , nan , nan 
2427,  Vasitars  ,"  Bhubaneswar,Odisha  ",  5 years old  , nan , nan 
2428,  Parkwheels  ,"  Gurgaon,Haryana  ",  7 years old  , nan , nan 
2429,  Super Gaming  ,  Private  ,"  Pune,Maharashtra  ",  5 years old  ,  51-200 Employees (India)  
2430,  Zuddl  ,  Private  ,"  San Francisco,California  ",  2 years old  ,  11-50 Employees (India)  
2431,  17LIVE  ,  LLP  ,"  Taipei,Taiwan + 1 more  ",  5 years old  ,  501-1k Employees (Global)  
2432,  Mohawk Group  ,"  New York City,New York  ",  8 years old  , nan , nan 
2433,  Ejohri Jewel Hub  ,"  Mumbai,Maharashtra  ",  7 years old  ,  11-50 Employees (India)  , nan 
2434,  Monrow  ,"  Bangalore,Karnataka  ",  6 years old  , nan , nan 
2435,  F5 Refreshment  ,"  Delhi,NCT  ",  4 years old  , nan , nan 
2436,  Kitopi  ,"  Dubai,Dubai  ",  4 years old  , nan , nan 
2437,  Smitch  ,"  Coimbatore,Tamil Nadu  ",  6 years old  , nan , nan 
2438,  Gynoveda Femtech  ,"  Mumbai,Maharashtra  ",  4 years old  ,  11-50 Employees (India)  , nan 
2439,  WONDRx  ,  Private  ,"  Mumbai,Maharashtra  ",  5 years old  ,  11-50 Employees (India)  
2440,  Powerhouse91  ,"  Gurgaon,Haryana  ",  1 years old  , nan , nan 
2441,  Borzo  ,"  Delhi,NCT  ",  10 years old  , nan , nan 
2442,  Cloudphysician H...  ,"  Bangalore,Karnataka  ",  5 years old  ,  11-50 Employees (India)  , nan 
2443,  CodingInvaders  ,"  Pune,Maharashtra  ",  1 years old  , nan , nan 
2444,  Kutumb  ,"  Bangalore,Karnataka  ",  2 years old  ,  1-10 Employees (India)  , nan 
2445,  EF Polymer  ,"  Udaipur,Rajasthan  ",  4 years old  ,  11-50 Employees (India)  , nan 
2446,  The Postcard Hot...  ,"  Gurgaon,Haryana  ",  4 years old  , nan , nan 
2447,  Snowflake Inc  ,  Private  ,"  Sydney,New South Wales  ",  10 years old  ,  1k-5k Employees (Global)  
2448,  InterviewVector  ,"  Panipat,Haryana  ",  2 years old  , nan , nan 
2449,  DIAL4242  ,"  Mumbai,Maharashtra  ",  6 years old  , nan , nan 
2450,  Phool  ,  Private  ,"  Kanpur,Uttar Pradesh + 1 more  ",  5 years old  ,  11-50 Employees (India)  
2451,  OrderTrainings  ,"  Bangalore,Karnataka  ",  6 years old  , nan , nan 
2452,  CreditEnable  ,  Private  ,"  London,England  ",  6 years old  ,  51-200 Employees (India)  
2453,  Autorox  ,"  Hyderabad,Telangana  ",  7 years old  ,  11-50 Employees (India)  , nan 
2454,  Carousell  ,  Private  ,  Singapore  ,  10 years old  ,  11-50 Employees (India)  
2455,  Hippo Video  ,  Private  ,"  Newark,Delaware  ",  6 years old  ,  51-200 Employees (India)  
2456,  Guitaa Technolog...  ,"  Jaipur,Rajasthan  ",  4 years old  , nan , nan 
2457,  My Madurai  ,"  Delhi,NCT  ",  3 years old  , nan , nan 
2458,  NIRA  ,"  Bangalore,Karnataka  ",  6 years old  ,  11-50 Employees (India)  , nan 
2459,  GoodDot  ,"  Udaipur,Rajasthan  ",  6 years old  ,  51-200 Employees (India)  , nan 
2460,  Twiga Foods  ,"  Nairobi,Nairobi Province  ",  8 years old  , nan , nan 
2461,  ShopUp  ,"  Dhaka,Dhaka District  ",  6 years old  ,  51-200 Employees (India)  , nan 
2462,  Frendy  ,"  Ahmedabad,Gujarat  ",  3 years old  , nan , nan 
2463,  inDriver  ,  Public  ,"  Yakutsk,Sakha Republic  ",  10 years old  ,  501-1k Employees (Global)  
2464,  Redbee365 Studio  ,  Private  ,"  Chennai,Tamil Nadu  ",  2 years old  ,  1-10 Employees (India)  
2465,  All That Dips  ,"  Vadodara,Gujarat  ",  5 years old  , nan , nan 
2466,  Nexprt  ,"  Gurgaon,Haryana  ",  2 years old  , nan , nan 
2467,  Nojoto  ,"  Gurgaon,Haryana  ",  7 years old  , nan , nan 
2468,  Recordent  ,"  Hyderabad,Telangana  ",  4 years old  ,  11-50 Employees (India)  , nan 
2469,  Neewee  ,"  Bangalore,Karnataka  ",  8 years old  ,  11-50 Employees (India)  , nan 
2470,  Shipway  ,"  Gurgaon,Haryana  ",  7 years old  , nan , nan 
2471,  PaisaGrowth  ,"  Gurgaon,Haryana  ",  2 years old  ,  11-50 Employees (India)  , nan 
2472,  Pepper Farms  ,"  Delhi,NCT + 1 more  ",  1 years old  ,  11-50 Employees (India)  , nan 
2473,  Ghost Kitchen  ,"  Mumbai,Maharashtra  ",  3 years old  , nan , nan 
2474,  Tonik  ,"  Singapore,Singapore  ",  4 years old  ,  51-200 Employees (India)  , nan 
2475,  Mytravaly Worldw...  ,  Private  ,"  Bangalore,Karnataka  ",  5 years old  ,  11-50 Employees (Global)  
2476,  Finovate Capital  ,"  Mumbai,Maharashtra  ",  4 years old  , nan , nan 
2477,  CallOne Consulta...  ,  Private  ,"  Lucknow,Uttar Pradesh  ",  2 years old  ,  11-50 Employees (India)  
2478,  56 Secure  ,"  Bangalore,Karnataka  ",  2 years old  , nan , nan 
2479,  ZedBee Technolog...  ,"  Chennai,Tamil Nadu  ",  7 years old  , nan , nan 
2480,  REVOS  ,"  Bangalore,Karnataka  ",  5 years old  ,  51-200 Employees (India)  , nan 
2481,  Stylework  ,  Private  ,"  Delhi,NCT  ",  6 years old  ,  11-50 Employees (Global)  
2482,  Mahanadi Spices  ,  Sole Proprietorship  ,"  Durg,Chhattisgarh  ",  2 years old  ,  1k-5k Employees (India)  
2483,  GruBox  ,"  Gurgaon,Haryana  ",  6 years old  , nan , nan 
2484,  Styched  ,"  Bangalore,Karnataka  ",  3 years old  , nan , nan 
2485,  NewsReach  ,"  Ahmedabad,Gujarat  ",  4 years old  ,  11-50 Employees (India)  , nan 
2486,  Sanfe  ,"  Delhi,NCT  ",  4 years old  , nan , nan 
2487,  Goseeko  ,"  Delhi,NCT  ",  2 years old  , nan , nan 
2488,  Fintso  ,"  Mumbai,Maharashtra  ",  3 years old  ,  51-200 Employees (India)  , nan 
2489,  Peepul  ,  11-50 Employees (India)  , nan , nan , nan 
2490,  Nubewell  ,"  Bangalore,Karnataka  ",  6 years old  ,  51-200 Employees (India)  , nan 
2491,  Ejohri Jewel Hub  ,"  Mumbai,Maharashtra  ",  7 years old  ,  11-50 Employees (India)  , nan 
2492,  eXlygenze SenseW...  ,"  Mumbai,Maharashtra  ",  2 years old  ,  11-50 Employees (India)  , nan 
2493,  RevFin  ,"  Delhi,NCT  ",  4 years old  ,  11-50 Employees (India)  , nan 
2494,  Paisa Dukan  ,"  Mumbai,Maharashtra  ",  4 years old  , nan , nan 
2495,  Monrow  ,"  Bangalore,Karnataka  ",  6 years old  , nan , nan 
2496,  F5 Refreshment  ,"  Delhi,NCT  ",  4 years old  , nan , nan 
2497,  Kitopi  ,"  Dubai,Dubai  ",  4 years old  , nan , nan 
2498,  Smitch  ,"  Coimbatore,Tamil Nadu  ",  6 years old  , nan , nan 
2499,  CreditEnable  ,  Private  ,"  London,England  ",  6 years old  ,  51-200 Employees (India)  
2500,  Autorox  ,"  Hyderabad,Telangana  ",  7 years old  ,  11-50 Employees (India)  , nan 
2501,  Carousell  ,  Private  ,  Singapore  ,  10 years old  ,  11-50 Employees (India)  
2502,  Hippo Video  ,  Private  ,"  Newark,Delaware  ",  6 years old  ,  51-200 Employees (India)  
2503,  NIRA  ,"  Bangalore,Karnataka  ",  6 years old  ,  11-50 Employees (India)  , nan 
2504,  GoodDot  ,"  Udaipur,Rajasthan  ",  6 years old  ,  51-200 Employees (India)  , nan 
2505,  Virtual Forest  ,"  Bangalore,Karnataka  ",  3 years old  , nan , nan 
2506,  17LIVE  ,  LLP  ,"  Taipei,Taiwan + 1 more  ",  5 years old  ,  501-1k Employees (Global)  
2507,  Mohawk Group  ,"  New York City,New York  ",  8 years old  , nan , nan 
2508,  Yesssworks Space...  ,"  Mumbai,Maharashtra  ",  4 years old  ,  11-50 Employees (India)  , nan 
2509,  Alation  ,  Private  ,"  Redwood City,California  ",  4 years old  ,  51-200 Employees (India)  
2510,  One Impression  ,"  Gurgaon,Haryana  ",  5 years old  , nan , nan 
2511,  Mindspace Airoli  ,"  Tel Aviv,Tel Aviv  ",  9 years old  , nan , nan 
2512,  WHEELSTREET  ,  Private  ,"  Bangalore,Karnataka  ",  8 years old  ,  51-200 Employees (Global)  
2513,  BankerBay  ,  Private  ,"  Brooklyn,New York  ",  10 years old  ,  11-50 Employees (Global)  
2514,  CreatioSoft  ,  Private  ,"  Noida,Uttar Pradesh  ",  10 years old  ,  51-200 Employees (Global)  
2515,  Aris  ,  Private  ,"  Brea,California  ",  7 years old  ,  201-500 Employees (Global)  
2516,  Houzz  ,"  Palo Alto,California  ",  5 years old  , nan , nan 
2517,  StackPath  ,"  Dallas,Texas  ",  7 years old  , nan , nan 
2518,  XSTOK  ,"  Mumbai,Maharashtra  ",  7 years old  , nan , nan 
2519,  CollegeBol  ,"  Ahmedabad,Gujarat  ",  9 years old  ,  11-50 Employees (India)  , nan 
2520,  Baggout  ,"  Delhi,NCT  ",  10 years old  , nan , nan 
2521,  Pressplay  ,"  Delhi,NCT  ",  9 years old  ,  11-50 Employees (Global)  , nan 
2522,  Suventure  ,  Private  ,"  Bangalore,Karnataka  ",  10 years old  ,  11-50 Employees (Global)  
2523,  Nanolocal Techno...  ,"  Bangalore,Karnataka  ",  7 years old  , nan , nan 
2524,  Zarget  ,"  Chennai,Tamil Nadu  ",  7 years old  , nan , nan 
2525,  Giftxoxo  ,  Private  ,"  Bangalore,Karnataka  ",  10 years old  ,  51-200 Employees (Global)  
2526,  Babylon Health  ,"  London,England  ",  9 years old  , nan , nan 
2527,  Zipzapdeals  ,"  Noida,Uttar Pradesh  ",  8 years old  ,  11-50 Employees (Global)  , nan 
2528,  Hello Dhobi  ,"  Pune,Maharashtra  ",  7 years old  , nan , nan 
2529,  Bike Ninja  ,"  Bangalore,Karnataka  ",  7 years old  , nan , nan 
2530,  Singularity  ,"  Bangalore,Karnataka  ",  5 years old  , nan , nan 
2531,  Biziga  ,"  Noida,Uttar Pradesh  ",  10 years old  ,  11-50 Employees (Global)  , nan 
2532,  Scalend Technolo...  ,  Private  ,"  Bangalore,Karnataka  ",  7 years old  ,  11-50 Employees (Global)  
2533,  VOXPOP  ,  Private  ,"  Mumbai,Maharashtra  ",  9 years old  , nan 
2534,  AllizHealth  ,  Private  ,"  Pune,Maharashtra  ",  10 years old  , nan 
2535,  YourVision  ,  Private  ,  Noida  ,  11-50 Employees (Global)  , nan 
2536,  Quiklo  ,"  Bangalore,Karnataka  ",  7 years old  , nan , nan 
2537,  TVF Media Labs  ,  Private  ,"  Mumbai,Maharashtra  ",  7 years old  ,  51-200 Employees (India)  
2538,  eTeki  ,  Private  ,  Tampa  ,  8 years old  ,  51-200 Employees (India)  
2539,  Ebee Global Solu...  ,  Gurgaon  ,  10 years old  , nan , nan 
2540,  S-Ancial Global ...  ,"  Mumbai,Maharashtra  ",  9 years old  ,  11-50 Employees (India)  , nan 
2541,  VG Groups  ,  Private  ,  New Delhi  ,  9 years old  ,  11-50 Employees (Global)  
2542,  Analyttica Datal...  ,  Private  ,  Bangalore  ,  11-50 Employees (India)  , nan 
2543,  Ask.com  ,  Private  ,"  Mumbai,Maharashtra  ",  5 years old  , nan 
2544,  ZO Rooms  ,  Private  ,"  Delhi,NCT  ",  8 years old  ,  201-500 Employees (Global)  
2545,  GoPigeon  ,"  Bangalore,Karnataka  ",  7 years old  , nan , nan 
2546,  APUS Group  ,"  Beijing,Beijing Shi  ",  8 years old  , nan , nan 
2547,  Lumeg Technologi...  ,  Private  ,  9 years old  ,  11-50 Employees (Global)  , nan 
2548,  SchoolCom  ,  Private  ,"  Bangalore,Karnataka  ",  10 years old  , nan 
2549,  Hello Dhobi  ,"  Pune,Maharashtra  ",  7 years old  , nan , nan 
2550,  Ugaoo  ,  Private  ,"  Pune,Maharashtra  ",  7 years old  ,  11-50 Employees (India)  
2551,  Walnut  ,  Private  ,"  Pune,Maharashtra  ",  8 years old  , nan 
2552,  Efresh Portal  ,"  Hyderabad,Telangana  ",  9 years old  , nan , nan 
2553,  Bike Ninja  ,"  Bangalore,Karnataka  ",  7 years old  , nan , nan 
2554,  Toffee  ,  Private  ,"  Gurgaon,Haryana  ",  5 years old  ,  11-50 Employees (India)  
2555,  Peepal Tree Scho...  ,"  Mumbai,Maharashtra  ",  5 years old  , nan , nan 
2556,  The Bag Talk  ,"  Mumbai,Maharashtra  ",  6 years old  , nan , nan 
2557,  M1xchange  ,"  Gurgaon,Haryana  ",  5 years old  ,  51-200 Employees (India)  , nan 
2558,  TECHNOFIZI SOLUT...  , nan , nan , nan , nan 
2559,  Empower Labs  ,"  Hyderabad,Telangana  ",  7 years old  ,  11-50 Employees (Global)  , nan 
2560,  Blaer Motors  ,"  Chennai,Tamil Nadu  ",  8 years old  , nan , nan 
2561,  Roadzen  ,"  Pittsburgh,Pennsylvania  ",  7 years old  , nan , nan 
2562,  Samosa Party  ,"  Bangalore,Karnataka  ",  5 years old  , nan , nan 
2563,  Legal Salah  ,"  Kolkata,West Bengal  ",  7 years old  ,  1-10 Employees (India)  , nan 
2564,  Metal26  ,"  Jaipur,Rajasthan  ",  7 years old  , nan , nan 
2565,  Twigly  ,"  Gurgaon,Haryana  ",  7 years old  , nan , nan 
2566,  Pix Dynamics  ,  11-50 Employees (India)  , nan , nan , nan 
2567,  Alpinos Technolo...  , nan , nan , nan , nan 
2568,  Bats On Delivery  ,"  Gurgaon,Haryana  ",  9 years old  , nan , nan 
2569,  Yaap Digital  ,  Private  ,"  Gurgaon,Haryana  ",  6 years old  ,  51-200 Employees (India)  
2570,  LabInApp  ,"  Hubli,Karnataka  ",  8 years old  , nan , nan 
2571,  Imly  ,"  Mumbai,Maharashtra  ",  9 years old  , nan , nan 
2572,  Empass Learning  ,  Private  ,"  Gurgaon/Gurugram,Haryana  ",  5 years old  ,  51-200 Employees (India)  
2573,  Microchip Paymen...  ,"  Hubli,Karnataka  ",  5 years old  , nan , nan 
2574,  PiRuby  ,"  Bangalore,Karnataka  ",  6 years old  , nan , nan 
2575,  Qrius  ,  Private  ,"  Delhi,NCT  ",  9 years old  , nan 
2576,  Skillenza  ,"  Bangalore,Karnataka  ",  9 years old  ,  11-50 Employees (India)  , nan 
2577,  Pesto india  ,"  Delhi,NCT  ",  5 years old  , nan , nan 
2578,  Galaxy Digital  ,"  New York City,New York  ",  4 years old  , nan , nan 
2579,  Godhra Expresswa...  , nan , nan , nan , nan 
2580,  Stride.AI  ,  Private  ,"  Bangalore,Karnataka  ",  7 years old  ,  11-50 Employees (Global)  
2581,  I Support Farmin...  ,"  Chennai,Tamil Nadu  ",  6 years old  ,  51-200 Employees (India)  , nan 
2582,  Centre For Dista...  ,  Kolkata  ,  51-200 Employees (Global)  , nan , nan 
2583,  Akshar  , nan , nan , nan , nan 
2584,  HappyEMI  ,  Private  ,"  Bangalore,Karnataka  ",  5 years old  ,  11-50 Employees (Global)  
2585,  Krishi Star  ,"  Mumbai,Maharashtra  ",  10 years old  , nan , nan 
2586,  Your Space  ,"  Delhi,NCT  ",  6 years old  ,  51-200 Employees (India)  , nan 
2587,  Vrinda Life  , nan , nan , nan , nan 
2588,  Gympik Health So...  ,  Private  ,"  Bangalore,Karnataka  ",  10 years old  ,  11-50 Employees (Global)  
2589,  JetSetGo  ,"  Bangalore,Karnataka  ",  9 years old  ,  51-200 Employees (India)  , nan 
2590,  DesignX  ,"  Noida,Uttar Pradesh  ",  7 years old  , nan , nan 
